cod_municipio,municipio,uf,regiao,populacao
4122701,SABÁUDIA,PR,Sul,6891
4122800,SALGADO FILHO,PR,Sul,3483
4122909,SALTO DO ITARARÉ,PR,Sul,4898
4123006,SALTO DO LONTRA,PR,Sul,14872
4123105,SANTA AMÉLIA,PR,Sul,3266
4123204,SANTA CECÍLIA DO PAVÃO,PR,Sul,3293
4123303,SANTA CRUZ DE MONTE CASTELO,PR,Sul,7751
4123402,SANTA FÉ,PR,Sul,12186
4123501,SANTA HELENA,PR,Sul,26767
4123600,SANTA INÊS,PR,Sul,1594
4123709,SANTA ISABEL DO IVAÍ,PR,Sul,8523
4123808,SANTA IZABEL DO OESTE,PR,Sul,14794
4123824,SANTA LÚCIA,PR,Sul,3793
4123857,SANTA MARIA DO OESTE,PR,Sul,9410
4123907,SANTA MARIANA,PR,Sul,11622
4123956,SANTA MÔNICA,PR,Sul,4017
4124004,SANTANA DO ITARARÉ,PR,Sul,4954
4124020,SANTA TEREZA DO OESTE,PR,Sul,10096
4124053,SANTA TEREZINHA DE ITAIPU,PR,Sul,23699
4124103,SANTO ANTÔNIO DA PLATINA,PR,Sul,46251
4124202,SANTO ANTÔNIO DO CAIUÁ,PR,Sul,2626
4124301,SANTO ANTÔNIO DO PARAÍSO,PR,Sul,2068
4124400,SANTO ANTÔNIO DO SUDOESTE,PR,Sul,20261
4124509,SANTO INÁCIO,PR,Sul,5416
4124608,SÃO CARLOS DO IVAÍ,PR,Sul,6920
4124707,SÃO JERÔNIMO DA SERRA,PR,Sul,11128
4124806,SÃO JOÃO,PR,Sul,10181
4124905,SÃO JOÃO DO CAIUÁ,PR,Sul,5837
4125001,SÃO JOÃO DO IVAÍ,PR,Sul,10056
4125100,SÃO JOÃO DO TRIUNFO,PR,Sul,15241
4125209,SÃO JORGE D'OESTE,PR,Sul,9028
4125308,SÃO JORGE DO IVAÍ,PR,Sul,5543
4125357,SÃO JORGE DO PATROCÍNIO,PR,Sul,5586
4125407,SÃO JOSÉ DA BOA VISTA,PR,Sul,6160
4125456,SÃO JOSÉ DAS PALMEIRAS,PR,Sul,3627
4125506,SÃO JOSÉ DOS PINHAIS,PR,Sul,329058
4125555,SÃO MANOEL DO PARANÁ,PR,Sul,2163
4125605,SÃO MATEUS DO SUL,PR,Sul,46705
4125704,SÃO MIGUEL DO IGUAÇU,PR,Sul,27576
4125753,SÃO PEDRO DO IGUAÇU,PR,Sul,5820
4125803,SÃO PEDRO DO IVAÍ,PR,Sul,11046
4125902,SÃO PEDRO DO PARANÁ,PR,Sul,2289
4126009,SÃO SEBASTIÃO DA AMOREIRA,PR,Sul,8859
4126108,SÃO TOMÉ,PR,Sul,5750
4126207,SAPOPEMA,PR,Sul,6722
4126256,SARANDI,PR,Sul,97803
4126272,SAUDADE DO IGUAÇU,PR,Sul,5539
4126306,SENGÉS,PR,Sul,19385
4126355,SERRANÓPOLIS DO IGUAÇU,PR,Sul,4477
4126405,SERTANEJA,PR,Sul,5216
4126504,SERTANÓPOLIS,PR,Sul,16413
4126603,SIQUEIRA CAMPOS,PR,Sul,21249
4126652,SULINA,PR,Sul,2930
4126678,TAMARANA,PR,Sul,15040
4126702,TAMBOARA,PR,Sul,5158
4126801,TAPEJARA,PR,Sul,16345
4126900,TAPIRA,PR,Sul,5495
4127007,TEIXEIRA SOARES,PR,Sul,12567
4127106,TELÊMACO BORBA,PR,Sul,79792
4127205,TERRA BOA,PR,Sul,17200
4127304,TERRA RICA,PR,Sul,16924
4127403,TERRA ROXA,PR,Sul,17522
4127502,TIBAGI,PR,Sul,20607
4127601,TIJUCAS DO SUL,PR,Sul,17084
4127700,TOLEDO,PR,Sul,142645
4127809,TOMAZINA,PR,Sul,7807
4127858,TRÊS BARRAS DO PARANÁ,PR,Sul,12038
4127882,TUNAS DO PARANÁ,PR,Sul,9022
4127908,TUNEIRAS DO OESTE,PR,Sul,8533
4127957,TUPÃSSI,PR,Sul,8109
4127965,TURVO,PR,Sul,13095
4128005,UBIRATÃ,PR,Sul,20909
4128104,UMUARAMA,PR,Sul,112500
4128203,UNIÃO DA VITÓRIA,PR,Sul,57913
4128302,UNIFLOR,PR,Sul,2614
4128401,URAÍ,PR,Sul,11273
4128500,WENCESLAU BRAZ,PR,Sul,19386
4128534,VENTANIA,PR,Sul,12088
4128559,VERA CRUZ DO OESTE,PR,Sul,8454
4128609,VERÊ,PR,Sul,7174
4128625,ALTO PARAÍSO,PR,Sul,2685
4128633,DOUTOR ULYSSES,PR,Sul,5552
4128658,VIRMOND,PR,Sul,4022
4128708,VITORINO,PR,Sul,6859
4128807,XAMBRÊ,PR,Sul,5630
4200051,ABDON BATISTA,SC,Sul,2548
4200101,ABELARDO LUZ,SC,Sul,17960
4200200,AGROLÂNDIA,SC,Sul,11013
4200309,AGRONÔMICA,SC,Sul,5509
4200408,ÁGUA DOCE,SC,Sul,7152
4200507,ÁGUAS DE CHAPECÓ,SC,Sul,6515
4200556,ÁGUAS FRIAS,SC,Sul,2354
4200606,ÁGUAS MORNAS,SC,Sul,6559
4200705,ALFREDO WAGNER,SC,Sul,10086
4200754,ALTO BELA VISTA,SC,Sul,1926
4200804,ANCHIETA,SC,Sul,5557
4200903,ANGELINA,SC,Sul,4743
4201000,ANITA GARIBALDI,SC,Sul,6957
4201109,ANITÁPOLIS,SC,Sul,3228
4201208,ANTÔNIO CARLOS,SC,Sul,8613
4201257,APIÚNA,SC,Sul,10848
4201273,ARABUTÃ,SC,Sul,4267
4201307,ARAQUARI,SC,Sul,39524
4201406,ARARANGUÁ,SC,Sul,68867
4201505,ARMAZÉM,SC,Sul,8759
4201604,ARROIO TRINTA,SC,Sul,3549
4201653,ARVOREDO,SC,Sul,2234
4201703,ASCURRA,SC,Sul,7978
4201802,ATALANTA,SC,Sul,3195
4201901,AURORA,SC,Sul,5683
4201950,BALNEÁRIO ARROIO DO SILVA,SC,Sul,13430
4202008,BALNEÁRIO CAMBORIÚ,SC,Sul,145796
4202057,BALNEÁRIO BARRA DO SUL,SC,Sul,11035
4202073,BALNEÁRIO GAIVOTA,SC,Sul,11260
4202081,BANDEIRANTE,SC,Sul,2648
4202099,BARRA BONITA,SC,Sul,1651
4202107,BARRA VELHA,SC,Sul,29860
4202131,BELA VISTA DO TOLDO,SC,Sul,6362
4202156,BELMONTE,SC,Sul,2709
4202206,BENEDITO NOVO,SC,Sul,11775
4202305,BIGUAÇU,SC,Sul,69486
4202404,BLUMENAU,SC,Sul,361855
4202438,BOCAINA DO SUL,SC,Sul,3488
4202453,BOMBINHAS,SC,Sul,20335
4202503,BOM JARDIM DA SERRA,SC,Sul,4772
4202537,BOM JESUS,SC,Sul,3057
4202578,BOM JESUS DO OESTE,SC,Sul,2139
4202602,BOM RETIRO,SC,Sul,10060
4202701,BOTUVERÁ,SC,Sul,5322
4202800,BRAÇO DO NORTE,SC,Sul,33876
4202859,BRAÇO DO TROMBUDO,SC,Sul,3769
4202875,BRUNÓPOLIS,SC,Sul,2368
4202909,BRUSQUE,SC,Sul,137689
4203006,CAÇADOR,SC,Sul,79313
4203105,CAIBI,SC,Sul,6130
4203154,CALMON,SC,Sul,3335
4203204,CAMBORIÚ,SC,Sul,85105
4203253,CAPÃO ALTO,SC,Sul,2496
4203303,CAMPO ALEGRE,SC,Sul,11981
4203402,CAMPO BELO DO SUL,SC,Sul,6952
4203501,CAMPO ERÊ,SC,Sul,8418
4203600,CAMPOS NOVOS,SC,Sul,36556
4203709,CANELINHA,SC,Sul,12398
4203808,CANOINHAS,SC,Sul,54480
4203907,CAPINZAL,SC,Sul,23035
4203956,CAPIVARI DE BAIXO,SC,Sul,25177
4204004,CATANDUVAS,SC,Sul,10984
4204103,CAXAMBU DO SUL,SC,Sul,3551
4204152,CELSO RAMOS,SC,Sul,2719
4204178,CERRO NEGRO,SC,Sul,3068
4204194,CHAPADÃO DO LAGEADO,SC,Sul,3006
4204202,CHAPECÓ,SC,Sul,224013
4204251,COCAL DO SUL,SC,Sul,16821
4204301,CONCÓRDIA,SC,Sul,75167
4204350,CORDILHEIRA ALTA,SC,Sul,4520
4204400,CORONEL FREITAS,SC,Sul,9940
4204459,CORONEL MARTINS,SC,Sul,2555
4204509,CORUPÁ,SC,Sul,16107
4204558,CORREIA PINTO,SC,Sul,12553
4204608,CRICIÚMA,SC,Sul,217311
4204707,CUNHA PORÃ,SC,Sul,11118
4204756,CUNHATAÍ,SC,Sul,1967
4204806,CURITIBANOS,SC,Sul,39893
4204905,DESCANSO,SC,Sul,8192
4205001,DIONÍSIO CERQUEIRA,SC,Sul,15545
4205100,DONA EMMA,SC,Sul,4186
4205159,DOUTOR PEDRINHO,SC,Sul,4115
4205175,ENTRE RIOS,SC,Sul,3218
4205191,ERMO,SC,Sul,2061
4205209,ERVAL VELHO,SC,Sul,4418
4205308,FAXINAL DOS GUEDES,SC,Sul,10649
4205357,FLOR DO SERTÃO,SC,Sul,1579
4205407,FLORIANÓPOLIS,SC,Sul,508826
4205431,FORMOSA DO SUL,SC,Sul,2495
4205456,FORQUILHINHA,SC,Sul,27211
4205506,FRAIBURGO,SC,Sul,36584
4205555,FREI ROGÉRIO,SC,Sul,1970
4205605,GALVÃO,SC,Sul,2791
4205704,GAROPABA,SC,Sul,23579
4205803,GARUVA,SC,Sul,18484
4205902,GASPAR,SC,Sul,70793
4206009,GOVERNADOR CELSO RAMOS,SC,Sul,14606
4206108,GRÃO PARÁ,SC,Sul,6595
4206207,GRAVATAL,SC,Sul,11577
4206306,GUABIRUBA,SC,Sul,24382
4206405,GUARACIABA,SC,Sul,10026
4206504,GUARAMIRIM,SC,Sul,45797
4206603,GUARUJÁ DO SUL,SC,Sul,5178
4206652,GUATAMBÚ,SC,Sul,4698
4206702,HERVAL D'OESTE,SC,Sul,22714
4206751,IBIAM,SC,Sul,1954
4206801,IBICARÉ,SC,Sul,3178
4206900,IBIRAMA,SC,Sul,19096
4207007,IÇARA,SC,Sul,57247
4207106,ILHOTA,SC,Sul,14359
4207205,IMARUÍ,SC,Sul,9948
4207304,IMBITUBA,SC,Sul,45286
4207403,IMBUIA,SC,Sul,6241
4207502,INDAIAL,SC,Sul,70900
4207577,IOMERÊ,SC,Sul,2962
4207601,IPIRA,SC,Sul,4406
4207650,IPORÃ DO OESTE,SC,Sul,9045
4207684,IPUAÇU,SC,Sul,7579
4207700,IPUMIRIM,SC,Sul,7620
4207759,IRACEMINHA,SC,Sul,3938
4207809,IRANI,SC,Sul,10498
4207858,IRATI,SC,Sul,1909
4207908,IRINEÓPOLIS,SC,Sul,11289
4208005,ITÁ,SC,Sul,6129
4208104,ITAIÓPOLIS,SC,Sul,21780
4208203,ITAJAÍ,SC,Sul,223112
4208302,ITAPEMA,SC,Sul,67338
4208401,ITAPIRANGA,SC,Sul,17007
4208450,ITAPOÁ,SC,Sul,21177
4208500,ITUPORANGA,SC,Sul,25355
4208609,JABORÁ,SC,Sul,3918
4208708,JACINTO MACHADO,SC,Sul,10376
4208807,JAGUARUNA,SC,Sul,20288
4208906,JARAGUÁ DO SUL,SC,Sul,181173
4208955,JARDINÓPOLIS,SC,Sul,1546
4209003,JOAÇABA,SC,Sul,30404
4209102,JOINVILLE,SC,Sul,597658
4209151,JOSÉ BOITEUX,SC,Sul,5007
4209177,JUPIÁ,SC,Sul,2092
4209201,LACERDÓPOLIS,SC,Sul,2247
4209300,LAGES,SC,Sul,157349
4209409,LAGUNA,SC,Sul,46122
4209458,LAJEADO GRANDE,SC,Sul,1418
4209508,LAURENTINO,SC,Sul,7063
4209607,LAURO MÜLLER,SC,Sul,15313
4209706,LEBON RÉGIS,SC,Sul,12115
4209805,LEOBERTO LEAL,SC,Sul,3000
4209854,LINDÓIA DO SUL,SC,Sul,4546
4209904,LONTRAS,SC,Sul,12315
4210001,LUIZ ALVES,SC,Sul,13107
4210035,LUZERNA,SC,Sul,5684
4210050,MACIEIRA,SC,Sul,1766
4210100,MAFRA,SC,Sul,56561
4210209,MAJOR GERCINO,SC,Sul,3454
4210308,MAJOR VIEIRA,SC,Sul,8156
4210407,MARACAJÁ,SC,Sul,7378
4210506,MARAVILHA,SC,Sul,26116
4210555,MAREMA,SC,Sul,1750
4210605,MASSARANDUBA,SC,Sul,17125
4210704,MATOS COSTA,SC,Sul,2480
4210803,MELEIRO,SC,Sul,7001
4210852,MIRIM DOCE,SC,Sul,2283
4210902,MODELO,SC,Sul,4218
4211009,MONDAÍ,SC,Sul,11889
4211058,MONTE CARLO,SC,Sul,9906
4211108,MONTE CASTELO,SC,Sul,8269
4211207,MORRO DA FUMAÇA,SC,Sul,17947
4211256,MORRO GRANDE,SC,Sul,2888
4211306,NAVEGANTES,SC,Sul,83626
4211405,NOVA ERECHIM,SC,Sul,5092
4211454,NOVA ITABERABA,SC,Sul,4329
4211504,NOVA TRENTO,SC,Sul,14782
4211603,NOVA VENEZA,SC,Sul,15342
4211652,NOVO HORIZONTE,SC,Sul,2404
4211702,ORLEANS,SC,Sul,23038
4211751,OTACÍLIO COSTA,SC,Sul,18975
4211801,OURO,SC,Sul,7272
4211850,OURO VERDE,SC,Sul,2207
4211876,PAIAL,SC,Sul,1474
4211892,PAINEL,SC,Sul,2356
4211900,PALHOÇA,SC,Sul,175272
4212007,PALMA SOLA,SC,Sul,7372
4212056,PALMEIRA,SC,Sul,2650
4212106,PALMITOS,SC,Sul,16157
4212205,PAPANDUVA,SC,Sul,19422
4212239,PARAÍSO,SC,Sul,3360
4212254,PASSO DE TORRES,SC,Sul,9048
4212270,PASSOS MAIA,SC,Sul,4109
4212304,PAULO LOPES,SC,Sul,7569
4212403,PEDRAS GRANDES,SC,Sul,3953
4212502,PENHA,SC,Sul,33284
4212601,PERITIBA,SC,Sul,2760
4212650,PESCARIA BRAVA,SC,Sul,10159
4212700,PETROLÂNDIA,SC,Sul,5905
4212809,BALNEÁRIO PIÇARRAS,SC,Sul,23772
4212908,PINHALZINHO,SC,Sul,20712
4213005,PINHEIRO PRETO,SC,Sul,3596
4213104,PIRATUBA,SC,Sul,3745
4213153,PLANALTO ALEGRE,SC,Sul,2888
4213203,POMERODE,SC,Sul,34010
4213302,PONTE ALTA,SC,Sul,4650
4213351,PONTE ALTA DO NORTE,SC,Sul,3420
4213401,PONTE SERRADA,SC,Sul,11634
4213500,PORTO BELO,SC,Sul,21932
4213609,PORTO UNIÃO,SC,Sul,35543
4213708,POUSO REDONDO,SC,Sul,17712
4213807,PRAIA GRANDE,SC,Sul,7312
4213906,PRESIDENTE CASTELLO BRANCO,SC,Sul,1547
4214003,PRESIDENTE GETÚLIO,SC,Sul,17726
4214102,PRESIDENTE NEREU,SC,Sul,2283
4214151,PRINCESA,SC,Sul,2937
4214201,QUILOMBO,SC,Sul,9829
4214300,RANCHO QUEIMADO,SC,Sul,2887
4214409,RIO DAS ANTAS,SC,Sul,6202
4214508,RIO DO CAMPO,SC,Sul,5902
4214607,RIO DO OESTE,SC,Sul,7520
4214706,RIO DOS CEDROS,SC,Sul,11808
4214805,RIO DO SUL,SC,Sul,72006
4214904,RIO FORTUNA,SC,Sul,4620
4215000,RIO NEGRINHO,SC,Sul,42495
4215059,RIO RUFINO,SC,Sul,2483
4215075,RIQUEZA,SC,Sul,4561
4215109,RODEIO,SC,Sul,11600
4215208,ROMELÂNDIA,SC,Sul,4684
4215307,SALETE,SC,Sul,7659
4215356,SALTINHO,SC,Sul,3754
4215406,SALTO VELOSO,SC,Sul,4756
4215455,SANGÃO,SC,Sul,12905
4215505,SANTA CECÍLIA,SC,Sul,16918
4215554,SANTA HELENA,SC,Sul,2200
4215604,SANTA ROSA DE LIMA,SC,Sul,2147
4215653,SANTA ROSA DO SUL,SC,Sul,8378
4215679,SANTA TEREZINHA,SC,Sul,8773
4215687,SANTA TEREZINHA DO PROGRESSO,SC,Sul,2372
4215695,SANTIAGO DO SUL,SC,Sul,1235
4215703,SANTO AMARO DA IMPERATRIZ,SC,Sul,23579
4215752,SÃO BERNARDINO,SC,Sul,2287
4215802,SÃO BENTO DO SUL,SC,Sul,85421
4215901,SÃO BONIFÁCIO,SC,Sul,2814
4216008,SÃO CARLOS,SC,Sul,11369
4216057,SÃO CRISTÓVÃO DO SUL,SC,Sul,5598
4216107,SÃO DOMINGOS,SC,Sul,9434
4216206,SÃO FRANCISCO DO SUL,SC,Sul,53746
4216255,SÃO JOÃO DO OESTE,SC,Sul,6402
4216305,SÃO JOÃO BATISTA,SC,Sul,38583
4216354,SÃO JOÃO DO ITAPERIÚ,SC,Sul,3759
4216404,SÃO JOÃO DO SUL,SC,Sul,7315
4216503,SÃO JOAQUIM,SC,Sul,27139
4216602,SÃO JOSÉ,SC,Sul,250181
4216701,SÃO JOSÉ DO CEDRO,SC,Sul,13820
4216800,SÃO JOSÉ DO CERRITO,SC,Sul,8173
4216909,SÃO LOURENÇO DO OESTE,SC,Sul,24291
4217006,SÃO LUDGERO,SC,Sul,13650
4217105,SÃO MARTINHO,SC,Sul,3171
4217154,SÃO MIGUEL DA BOA VISTA,SC,Sul,1807
4217204,SÃO MIGUEL DO OESTE,SC,Sul,40868
4217253,SÃO PEDRO DE ALCÂNTARA,SC,Sul,5935
4217303,SAUDADES,SC,Sul,9810
4217402,SCHROEDER,SC,Sul,21991
4217501,SEARA,SC,Sul,17576
4217550,SERRA ALTA,SC,Sul,3256
4217600,SIDERÓPOLIS,SC,Sul,14092
4217709,SOMBRIO,SC,Sul,30733
4217758,SUL BRASIL,SC,Sul,2423
4217808,TAIÓ,SC,Sul,18486
4217907,TANGARÁ,SC,Sul,8662
4217956,TIGRINHOS,SC,Sul,1619
4218004,TIJUCAS,SC,Sul,39155
4218103,TIMBÉ DO SUL,SC,Sul,5343
4218202,TIMBÓ,SC,Sul,44977
4218251,TIMBÓ GRANDE,SC,Sul,7941
4218301,TRÊS BARRAS,SC,Sul,19366
4218350,TREVISO,SC,Sul,3966
4218400,TREZE DE MAIO,SC,Sul,7093
4218509,TREZE TÍLIAS,SC,Sul,7991
4218608,TROMBUDO CENTRAL,SC,Sul,7434
4218707,TUBARÃO,SC,Sul,106422
4218756,TUNÁPOLIS,SC,Sul,4525
4218806,TURVO,SC,Sul,12990
4218855,UNIÃO DO OESTE,SC,Sul,2412
4218905,URUBICI,SC,Sul,11273
4218954,URUPEMA,SC,Sul,2459
4219002,URUSSANGA,SC,Sul,21344
4219101,VARGEÃO,SC,Sul,3571
4219150,VARGEM,SC,Sul,2432
4219176,VARGEM BONITA,SC,Sul,4451
4219200,VIDAL RAMOS,SC,Sul,6329
4219309,VIDEIRA,SC,Sul,53610
4219358,VITOR MEIRELES,SC,Sul,4943
4219408,WITMARSUM,SC,Sul,3998
4219507,XANXERÊ,SC,Sul,51642
4219606,XAVANTINA,SC,Sul,3903
4219705,XAXIM,SC,Sul,28983
4219853,ZORTÉA,SC,Sul,3398
4220000,BALNEÁRIO RINCÃO,SC,Sul,12946
4300034,ACEGUÁ,RS,Sul,4942
4300059,ÁGUA SANTA,RS,Sul,3743
4300109,AGUDO,RS,Sul,16401
4300208,AJURICABA,RS,Sul,6987
4300307,ALECRIM,RS,Sul,5827
4300406,ALEGRETE,RS,Sul,73028
4300455,ALEGRIA,RS,Sul,3374
4300471,ALMIRANTE TAMANDARÉ DO SUL,RS,Sul,1949
4300505,ALPESTRE,RS,Sul,6067
4300554,ALTO ALEGRE,RS,Sul,1613
4300570,ALTO FELIZ,RS,Sul,3036
4300604,ALVORADA,RS,Sul,211352
4300638,AMARAL FERRADOR,RS,Sul,7085
4300646,AMETISTA DO SUL,RS,Sul,7403
4300661,ANDRÉ DA ROCHA,RS,Sul,1343
4300703,ANTA GORDA,RS,Sul,5961
4300802,ANTÔNIO PRADO,RS,Sul,13045
4300851,ARAMBARÉ,RS,Sul,3562
4300877,ARARICÁ,RS,Sul,5771
4300901,ARATIBA,RS,Sul,6189
4301008,ARROIO DO MEIO,RS,Sul,20967
4301057,ARROIO DO SAL,RS,Sul,10279
4301073,ARROIO DO PADRE,RS,Sul,2951
4301107,ARROIO DOS RATOS,RS,Sul,14177
4301206,ARROIO DO TIGRE,RS,Sul,13413
4301305,ARROIO GRANDE,RS,Sul,18238
4301404,ARVOREZINHA,RS,Sul,10423
4301503,AUGUSTO PESTANA,RS,Sul,6602
4301552,ÁUREA,RS,Sul,3535
4301602,BAGÉ,RS,Sul,121335
4301636,BALNEÁRIO PINHAL,RS,Sul,14363
4301651,BARÃO,RS,Sul,6202
4301701,BARÃO DE COTEGIPE,RS,Sul,6620
4301750,BARÃO DO TRIUNFO,RS,Sul,7519
4301800,BARRACÃO,RS,Sul,5256
4301859,BARRA DO GUARITA,RS,Sul,3257
4301875,BARRA DO QUARAÍ,RS,Sul,4227
4301909,BARRA DO RIBEIRO,RS,Sul,13556
4301925,BARRA DO RIO AZUL,RS,Sul,1655
4301958,BARRA FUNDA,RS,Sul,2551
4302006,BARROS CASSAL,RS,Sul,11182
4302055,BENJAMIN CONSTANT DO SUL,RS,Sul,1958
4302105,BENTO GONÇALVES,RS,Sul,121803
4302154,BOA VISTA DAS MISSÕES,RS,Sul,2092
4302204,BOA VISTA DO BURICÁ,RS,Sul,6712
4302220,BOA VISTA DO CADEADO,RS,Sul,2468
4302238,BOA VISTA DO INCRA,RS,Sul,2616
4302253,BOA VISTA DO SUL,RS,Sul,2778
4302303,BOM JESUS,RS,Sul,11309
4302352,BOM PRINCÍPIO,RS,Sul,14255
4302378,BOM PROGRESSO,RS,Sul,1899
4302402,BOM RETIRO DO SUL,RS,Sul,12390
4302451,BOQUEIRÃO DO LEÃO,RS,Sul,7702
4302501,BOSSOROCA,RS,Sul,6205
4302584,BOZANO,RS,Sul,2111
4302600,BRAGA,RS,Sul,3311
4302659,BROCHIER,RS,Sul,5104
4302709,BUTIÁ,RS,Sul,20952
4302808,CAÇAPAVA DO SUL,RS,Sul,33548
4302907,CACEQUI,RS,Sul,12423
4303004,CACHOEIRA DO SUL,RS,Sul,81869
4303103,CACHOEIRINHA,RS,Sul,131240
4303202,CACIQUE DOBLE,RS,Sul,5074
4303301,CAIBATÉ,RS,Sul,4823
4303400,CAIÇARA,RS,Sul,4700
4303509,CAMAQUÃ,RS,Sul,66478
4303558,CAMARGO,RS,Sul,2742
4303608,CAMBARÁ DO SUL,RS,Sul,6406
4303673,CAMPESTRE DA SERRA,RS,Sul,3395
4303707,CAMPINA DAS MISSÕES,RS,Sul,5398
4303806,CAMPINAS DO SUL,RS,Sul,5438
4303905,CAMPO BOM,RS,Sul,69458
4304002,CAMPO NOVO,RS,Sul,4376
4304101,CAMPOS BORGES,RS,Sul,3295
4304200,CANDELÁRIA,RS,Sul,31421
4304309,CÂNDIDO GODÓI,RS,Sul,6151
4304358,CANDIOTA,RS,Sul,9647
4304408,CANELA,RS,Sul,45488
4304507,CANGUÇU,RS,Sul,56211
4304606,CANOAS,RS,Sul,348208
4304614,CANUDOS DO VALE,RS,Sul,1705
4304622,CAPÃO BONITO DO SUL,RS,Sul,1641
4304630,CAPÃO DA CANOA,RS,Sul,54051
4304655,CAPÃO DO CIPÓ,RS,Sul,3699
4304663,CAPÃO DO LEÃO,RS,Sul,25409
4304671,CAPIVARI DO SUL,RS,Sul,4728
4304689,CAPELA DE SANTANA,RS,Sul,12064
4304697,CAPITÃO,RS,Sul,2763
4304705,CARAZINHO,RS,Sul,62265
4304713,CARAÁ,RS,Sul,8350
4304804,CARLOS BARBOSA,RS,Sul,30241
4304853,CARLOS GOMES,RS,Sul,1351
4304903,CASCA,RS,Sul,9051
4304952,CASEIROS,RS,Sul,3216
4305009,CATUÍPE,RS,Sul,8701
4305108,CAXIAS DO SUL,RS,Sul,517451
4305116,CENTENÁRIO,RS,Sul,2877
4305124,CERRITO,RS,Sul,6047
4305132,CERRO BRANCO,RS,Sul,4706
4305157,CERRO GRANDE,RS,Sul,2296
4305173,CERRO GRANDE DO SUL,RS,Sul,12413
4305207,CERRO LARGO,RS,Sul,14189
4305306,CHAPADA,RS,Sul,9239
4305355,CHARQUEADAS,RS,Sul,41258
4305371,CHARRUA,RS,Sul,3252
4305405,CHIAPETTA,RS,Sul,3719
4305439,CHUÍ,RS,Sul,6770
4305447,CHUVISCA,RS,Sul,5480
4305454,CIDREIRA,RS,Sul,16583
4305504,CIRÍACO,RS,Sul,4719
4305587,COLINAS,RS,Sul,2469
4305603,COLORADO,RS,Sul,3130
4305702,CONDOR,RS,Sul,6759
4305801,CONSTANTINA,RS,Sul,9907
4305835,COQUEIRO BAIXO,RS,Sul,1495
4305850,COQUEIROS DO SUL,RS,Sul,2286
4305871,CORONEL BARROS,RS,Sul,2520
4305900,CORONEL BICACO,RS,Sul,7268
4305934,CORONEL PILAR,RS,Sul,1614
4305959,COTIPORÃ,RS,Sul,3838
4305975,COXILHA,RS,Sul,2743
4306007,CRISSIUMAL,RS,Sul,13357
4306056,CRISTAL,RS,Sul,8067
4306072,CRISTAL DO SUL,RS,Sul,2844
4306106,CRUZ ALTA,RS,Sul,59922
4306130,CRUZALTENSE,RS,Sul,1799
4306205,CRUZEIRO DO SUL,RS,Sul,12402
4306304,DAVID CANABARRO,RS,Sul,4736
4306320,DERRUBADAS,RS,Sul,2761
4306353,DEZESSEIS DE NOVEMBRO,RS,Sul,2378
4306379,DILERMANDO DE AGUIAR,RS,Sul,3002
4306403,DOIS IRMÃOS,RS,Sul,33119
4306429,DOIS IRMÃOS DAS MISSÕES,RS,Sul,2008
4306452,DOIS LAJEADOS,RS,Sul,3405
4306502,DOM FELICIANO,RS,Sul,15487
4306551,DOM PEDRO DE ALCÂNTARA,RS,Sul,2527
4306601,DOM PEDRITO,RS,Sul,38339
4306700,DONA FRANCISCA,RS,Sul,2999
4306734,DOUTOR MAURÍCIO CARDOSO,RS,Sul,4462
4306759,DOUTOR RICARDO,RS,Sul,1975
4306767,ELDORADO DO SUL,RS,Sul,41902
4306809,ENCANTADO,RS,Sul,22880
4306908,ENCRUZILHADA DO SUL,RS,Sul,25960
4306924,ENGENHO VELHO,RS,Sul,982
4306932,ENTRE-IJUÍS,RS,Sul,8411
4306957,ENTRE RIOS DO SUL,RS,Sul,2758
4306973,EREBANGO,RS,Sul,2982
4307005,ERECHIM,RS,Sul,106633
4307054,ERNESTINA,RS,Sul,3170
4307104,HERVAL,RS,Sul,6814
4307203,ERVAL GRANDE,RS,Sul,4819
4307302,ERVAL SECO,RS,Sul,6802
4307401,ESMERALDA,RS,Sul,3287
4307450,ESPERANÇA DO SUL,RS,Sul,2885
4307500,ESPUMOSO,RS,Sul,15591
4307559,ESTAÇÃO,RS,Sul,5940
4307609,ESTÂNCIA VELHA,RS,Sul,50672
4307708,ESTEIO,RS,Sul,83279
4307807,ESTRELA,RS,Sul,34399
4307815,ESTRELA VELHA,RS,Sul,3650
4307831,EUGÊNIO DE CASTRO,RS,Sul,2352
4307864,FAGUNDES VARELA,RS,Sul,2741
4307906,FARROUPILHA,RS,Sul,73061
4308003,FAXINAL DO SOTURNO,RS,Sul,6663
4308052,FAXINALZINHO,RS,Sul,2284
4308078,FAZENDA VILANOVA,RS,Sul,4608
4308102,FELIZ,RS,Sul,13640
4308201,FLORES DA CUNHA,RS,Sul,31063
4308250,FLORIANO PEIXOTO,RS,Sul,1737
4308300,FONTOURA XAVIER,RS,Sul,10241
4308409,FORMIGUEIRO,RS,Sul,6616
4308433,FORQUETINHA,RS,Sul,2400
4308458,FORTALEZA DOS VALOS,RS,Sul,4285
4308508,FREDERICO WESTPHALEN,RS,Sul,31498
4308607,GARIBALDI,RS,Sul,35440
4308656,GARRUCHOS,RS,Sul,2886
4308706,GAURAMA,RS,Sul,5489
4308805,GENERAL CÂMARA,RS,Sul,8361
4308854,GENTIL,RS,Sul,1626
4308904,GETÚLIO VARGAS,RS,Sul,16184
